Economy,Indicator,Year,Value,Indicator_encoded,Economy_encoded,Indicator_group,Indicator_group_code
Cuba,Transferring files between a computer and other devices,2019,17.5571,55,22,Skills,2
Cuba,Internet banking,2019,4.59096,37,22,Skills,2
Cyprus,"Finding, downloading, installing and configuring software",2019,43.879,22,23,Skills,2
Cyprus,Transferring files between a computer and other devices,2019,46.378,55,23,Skills,2
Cyprus,Doing an online course,2019,5.67038,20,23,Skills,2
Cyprus,Internet banking,2019,13.2774,37,23,Skills,2
Czech Republic,"Finding, downloading, installing and configuring software",2019,47.8481,22,24,Skills,2
Czech Republic,Transferring files between a computer and other devices,2019,55.6584,55,24,Skills,2
Czech Republic,Doing an online course,2019,5.6132,20,24,Skills,2
Czech Republic,Purchasing or ordering goods or services,2019,58.8092,47,24,Skills,2
Czech Republic,Internet banking,2019,62.5294,37,24,Skills,2
Côte d'Ivoire,Connecting and installing new devices,2019,4.49276,11,25,Skills,2
Côte d'Ivoire,"Finding, downloading, installing and configuring software",2019,6.52793,22,25,Skills,2
Côte d'Ivoire,Transferring files between a computer and other devices,2019,5.21556,55,25,Skills,2
Denmark,"Finding, downloading, installing and configuring software",2019,64.5496,22,26,Skills,2
Denmark,Transferring files between a computer and other devices,2019,61.0387,55,26,Skills,2
Ecuador,Connecting and installing new devices,2019,17.5475,11,28,Skills,2
Ecuador,"Finding, downloading, installing and configuring software",2019,15.2721,22,28,Skills,2
Ecuador,Transferring files between a computer and other devices,2019,20.9793,55,28,Skills,2
Egypt,Connecting and installing new devices,2019,53.4575,11,29,Skills,2
Egypt,"Finding, downloading, installing and configuring software",2019,51.5127,22,29,Skills,2
Egypt,Transferring files between a computer and other devices,2019,53.821,55,29,Skills,2
Egypt,Doing an online course,2019,4.93739,20,29,Skills,2
Egypt,Purchasing or ordering goods or services,2019,10.1727,47,29,Skills,2
Egypt,Internet banking,2019,0.283756,37,29,Skills,2
El Salvador,Purchasing or ordering goods or services,2019,0.182446,47,30,Skills,2
El Salvador,Internet banking,2019,0.0228693,37,30,Skills,2
Estonia,"Finding, downloading, installing and configuring software",2019,57.5338,22,31,Skills,2
Estonia,Transferring files between a computer and other devices,2019,56.5036,55,31,Skills,2
Estonia,Internet banking,2019,80.718,37,31,Skills,2
Finland,"Finding, downloading, installing and configuring software",2019,63.1036,22,32,Skills,2
Finland,Transferring files between a computer and other devices,2019,63.0026,55,32,Skills,2
France,Transferring files between a computer and other devices,2019,54.6041,55,33,Skills,2
France,Doing an online course,2019,6.99819,20,33,Skills,2
France,Purchasing or ordering goods or services,2019,52.5356,47,33,Skills,2
France,Internet banking,2019,59.5814,37,33,Skills,2
Georgia,Connecting and installing new devices,2019,17.9007,11,34,Skills,2
Georgia,"Finding, downloading, installing and configuring software",2019,14.3272,22,34,Skills,2
Georgia,Transferring files between a computer and other devices,2019,24.9354,55,34,Skills,2
Georgia,Doing an online course,2019,5.86387,20,34,Skills,2
Georgia,Purchasing or ordering goods or services,2019,9.99152,47,34,Skills,2
Georgia,Internet banking,2019,20.4964,37,34,Skills,2
Germany,"Finding, downloading, installing and configuring software",2019,62.6836,22,35,Skills,2
Germany,Transferring files between a computer and other devices,2019,59.191,55,35,Skills,2
Germany,Purchasing or ordering goods or services,2019,62.4809,47,35,Skills,2
Germany,Internet banking,2019,52.9502,37,35,Skills,2
Greece,"Finding, downloading, installing and configuring software",2019,24.643,22,36,Skills,2
Greece,Transferring files between a computer and other devices,2019,54.378,55,36,Skills,2
"Hong Kong, China",Connecting and installing new devices,2019,28.2875,11,37,Skills,2
"Hong Kong, China","Finding, downloading, installing and configuring software",2019,39.4092,22,37,Skills,2
"Hong Kong, China",Transferring files between a computer and other devices,2019,43.0725,55,37,Skills,2
Hungary,"Finding, downloading, installing and configuring software",2019,36.445,22,38,Skills,2
Hungary,Transferring files between a computer and other devices,2019,46.2822,55,38,Skills,2
Hungary,Doing an online course,2019,5.59389,20,38,Skills,2
Hungary,Internet banking,2019,46.701,37,38,Skills,2
Indonesia,Purchasing or ordering goods or services,2019,6.11976,47,40,Skills,2
Indonesia,Internet banking,2019,3.08252,37,40,Skills,2
Ireland,Connecting and installing new devices,2019,32.9991,11,43,Skills,2
Ireland,"Finding, downloading, installing and configuring software",2019,56.7471,22,43,Skills,2
Ireland,Transferring files between a computer and other devices,2019,44.0001,55,43,Skills,2
Israel,Purchasing or ordering goods or services,2019,47.9727,47,44,Skills,2
Israel,Internet banking,2019,50.2459,37,44,Skills,2
Jamaica,Connecting and installing new devices,2019,7.8729,11,46,Skills,2
Jamaica,"Finding, downloading, installing and configuring software",2019,7.22611,22,46,Skills,2
Jamaica,Transferring files between a computer and other devices,2019,13.034,55,46,Skills,2
Japan,Connecting and installing new devices,2019,52.2349,11,47,Skills,2
Japan,"Finding, downloading, installing and configuring software",2019,55.7123,22,47,Skills,2
Japan,Transferring files between a computer and other devices,2019,43.6425,55,47,Skills,2
Japan,Doing an online course,2019,8.64713,20,47,Skills,2
Japan,Purchasing or ordering goods or services,2019,48.5058,47,47,Skills,2
Japan,Internet banking,2019,16.4747,37,47,Skills,2
Kazakhstan,Connecting and installing new devices,2019,14.6857,11,49,Skills,2
Kazakhstan,"Finding, downloading, installing and configuring software",2019,17.5374,22,49,Skills,2
Kazakhstan,Transferring files between a computer and other devices,2019,19.5697,55,49,Skills,2
Kazakhstan,Doing an online course,2019,3.69236,20,49,Skills,2
Kazakhstan,Purchasing or ordering goods or services,2019,15.4194,47,49,Skills,2
Kazakhstan,Internet banking,2019,14.7159,37,49,Skills,2
Korea (Rep. of),Connecting and installing new devices,2019,53.9613,11,50,Skills,2
Korea (Rep. of),"Finding, downloading, installing and configuring software",2019,52.5041,22,50,Skills,2
Korea (Rep. of),Transferring files between a computer and other devices,2019,51.0969,55,50,Skills,2
Korea (Rep. of),Doing an online course,2019,21.0669,20,50,Skills,2
Korea (Rep. of),Purchasing or ordering goods or services,2019,60.4036,47,50,Skills,2
Korea (Rep. of),Internet banking,2019,64.0899,37,50,Skills,2
Kuwait,Connecting and installing new devices,2019,49.2829,11,51,Skills,2
Kuwait,"Finding, downloading, installing and configuring software",2019,66.0365,22,51,Skills,2
Kuwait,Transferring files between a computer and other devices,2019,52.086,55,51,Skills,2
Latvia,"Finding, downloading, installing and configuring software",2019,45.0063,22,52,Skills,2
Latvia,Transferring files between a computer and other devices,2019,50.6863,55,52,Skills,2
Latvia,Doing an online course,2019,4.41822,20,52,Skills,2
Latvia,Purchasing or ordering goods or services,2019,33.8635,47,52,Skills,2
Latvia,Internet banking,2019,71.581,37,52,Skills,2
Lithuania,"Finding, downloading, installing and configuring software",2019,44.5379,22,54,Skills,2
Lithuania,Transferring files between a computer and other devices,2019,57.7908,55,54,Skills,2
Lithuania,Doing an online course,2019,7.39543,20,54,Skills,2
Lithuania,Purchasing or ordering goods or services,2019,37.877,47,54,Skills,2
Lithuania,Internet banking,2019,64.7275,37,54,Skills,2
Luxembourg,"Finding, downloading, installing and configuring software",2019,57.2175,22,55,Skills,2
Luxembourg,Transferring files between a computer and other devices,2019,48.9804,55,55,Skills,2
Malaysia,Connecting and installing new devices,2019,50.6476,11,58,Skills,2
Malaysia,"Finding, downloading, installing and configuring software",2019,37.0775,22,58,Skills,2
Malaysia,Transferring files between a computer and other devices,2019,44.9529,55,58,Skills,2
Malaysia,Purchasing or ordering goods or services,2019,29.6499,47,58,Skills,2
Malaysia,Internet banking,2019,42.5348,37,58,Skills,2
Malta,"Finding, downloading, installing and configuring software",2019,53.9018,22,59,Skills,2
Malta,Transferring files between a computer and other devices,2019,50.2908,55,59,Skills,2
Malta,Doing an online course,2019,11.5187,20,59,Skills,2
Malta,Purchasing or ordering goods or services,2019,49.6556,47,59,Skills,2
Malta,Internet banking,2019,53.8764,37,59,Skills,2
Mexico,Connecting and installing new devices,2019,22.2011,11,61,Skills,2
Mexico,"Finding, downloading, installing and configuring software",2019,18.1808,22,61,Skills,2
Mexico,Doing an online course,2019,21.7622,20,61,Skills,2
Mexico,Purchasing or ordering goods or services,2019,15.3799,47,61,Skills,2
Mexico,Internet banking,2019,8.91124,37,61,Skills,2
Montenegro,"Finding, downloading, installing and configuring software",2019,41.0675,22,64,Skills,2
Montenegro,Transferring files between a computer and other devices,2019,70.4726,55,64,Skills,2
Montenegro,Doing an online course,2019,7.3929,20,64,Skills,2
Montenegro,Internet banking,2019,3.15582,37,64,Skills,2
Morocco,Connecting and installing new devices,2019,35.457,11,65,Skills,2
Morocco,"Finding, downloading, installing and configuring software",2019,36.7634,22,65,Skills,2
Morocco,Transferring files between a computer and other devices,2019,25.9394,55,65,Skills,2
Netherlands,"Finding, downloading, installing and configuring software",2019,70.4698,22,66,Skills,2
Netherlands,Transferring files between a computer and other devices,2019,63.7584,55,66,Skills,2
Norway,"Finding, downloading, installing and configuring software",2019,81.0,22,68,Skills,2
Norway,Transferring files between a computer and other devices,2019,65.0,55,68,Skills,2
Paraguay,Doing an online course,2019,17.3656,20,70,Skills,2
Paraguay,Purchasing or ordering goods or services,2019,11.5453,47,70,Skills,2
Paraguay,Internet banking,2019,4.30013,37,70,Skills,2
Peru,Connecting and installing new devices,2019,15.4704,11,71,Skills,2
Peru,"Finding, downloading, installing and configuring software",2019,12.8006,22,71,Skills,2
Peru,Transferring files between a computer and other devices,2019,21.1074,55,71,Skills,2
Peru,Doing an online course,2019,5.70739,20,71,Skills,2
Peru,Purchasing or ordering goods or services,2019,7.86661,47,71,Skills,2
Peru,Internet banking,2019,8.64642,37,71,Skills,2
Poland,"Finding, downloading, installing and configuring software",2019,38.8924,22,72,Skills,2
Poland,Transferring files between a computer and other devices,2019,48.4202,55,72,Skills,2
Poland,Doing an online course,2019,5.38081,20,72,Skills,2
Poland,Purchasing or ordering goods or services,2019,41.3854,47,72,Skills,2
Poland,Internet banking,2019,47.268,37,72,Skills,2
Portugal,"Finding, downloading, installing and configuring software",2019,40.8603,22,73,Skills,2
Portugal,Transferring files between a computer and other devices,2019,42.2798,55,73,Skills,2
Portugal,Doing an online course,2019,5.79451,20,73,Skills,2
Portugal,Purchasing or ordering goods or services,2019,38.7209,47,73,Skills,2
Portugal,Internet banking,2019,41.9467,37,73,Skills,2
Qatar,Connecting and installing new devices,2019,36.2934,11,75,Skills,2
Qatar,"Finding, downloading, installing and configuring software",2019,37.1233,22,75,Skills,2
Qatar,Transferring files between a computer and other devices,2019,31.931,55,75,Skills,2
Qatar,Doing an online course,2019,3.02364,20,75,Skills,2
Qatar,Purchasing or ordering goods or services,2019,23.1521,47,75,Skills,2
Qatar,Internet banking,2019,15.8403,37,75,Skills,2
Romania,"Finding, downloading, installing and configuring software",2019,33.5793,22,76,Skills,2
Romania,Transferring files between a computer and other devices,2019,71.6827,55,76,Skills,2
Romania,Doing an online course,2019,3.02381,20,76,Skills,2
Romania,Purchasing or ordering goods or services,2019,14.5922,47,76,Skills,2
Romania,Internet banking,2019,8.35878,37,76,Skills,2
Russian Federation,Connecting and installing new devices,2019,16.4159,11,77,Skills,2
Russian Federation,"Finding, downloading, installing and configuring software",2019,6.18562,22,77,Skills,2
Russian Federation,Transferring files between a computer and other devices,2019,33.2221,55,77,Skills,2
Russian Federation,Doing an online course,2019,2.8127,20,77,Skills,2
Russian Federation,Purchasing or ordering goods or services,2019,27.5783,47,77,Skills,2
Russian Federation,Internet banking,2019,42.6629,37,77,Skills,2
Saudi Arabia,Connecting and installing new devices,2019,55.5795,11,78,Skills,2
Saudi Arabia,"Finding, downloading, installing and configuring software",2019,49.0087,22,78,Skills,2
Saudi Arabia,Transferring files between a computer and other devices,2019,34.5413,55,78,Skills,2
Saudi Arabia,Doing an online course,2019,14.6525,20,78,Skills,2
Serbia,Transferring files between a computer and other devices,2019,43.1651,55,79,Skills,2
Singapore,Connecting and installing new devices,2019,35.9262,11,80,Skills,2
Singapore,"Finding, downloading, installing and configuring software",2019,53.1557,22,80,Skills,2
Singapore,Transferring files between a computer and other devices,2019,45.7176,55,80,Skills,2
Slovakia,"Finding, downloading, installing and configuring software",2019,32.5752,22,81,Skills,2
Slovakia,Transferring files between a computer and other devices,2019,61.9135,55,81,Skills,2
Slovenia,"Finding, downloading, installing and configuring software",2019,31.2425,22,82,Skills,2
Slovenia,Transferring files between a computer and other devices,2019,54.5297,55,82,Skills,2
Slovenia,Doing an online course,2019,5.44122,20,82,Skills,2
Slovenia,Purchasing or ordering goods or services,2019,44.7911,47,82,Skills,2
Slovenia,Internet banking,2019,47.131,37,82,Skills,2
Spain,"Finding, downloading, installing and configuring software",2019,58.4464,22,83,Skills,2
Spain,Transferring files between a computer and other devices,2019,54.6774,55,83,Skills,2
Spain,Doing an online course,2019,14.8391,20,83,Skills,2
Spain,Purchasing or ordering goods or services,2019,46.9255,47,83,Skills,2
Spain,Internet banking,2019,54.8817,37,83,Skills,2
State of Palestine,Connecting and installing new devices,2019,7.06287,11,84,Skills,2
Sweden,Transferring files between a computer and other devices,2019,48.8954,55,86,Skills,2
Switzerland,"Finding, downloading, installing and configuring software",2019,65.0267,22,87,Skills,2
Switzerland,Transferring files between a computer and other devices,2019,60.5633,55,87,Skills,2
Switzerland,Doing an online course,2019,11.1377,20,87,Skills,2
Switzerland,Purchasing or ordering goods or services,2019,70.4171,47,87,Skills,2
Switzerland,Internet banking,2019,68.3623,37,87,Skills,2
Thailand,"Finding, downloading, installing and configuring software",2019,5.33447,22,89,Skills,2
Thailand,Transferring files between a computer and other devices,2019,10.2013,55,89,Skills,2
Thailand,Doing an online course,2019,4.93994,20,89,Skills,2
Thailand,Purchasing or ordering goods or services,2019,17.9113,47,89,Skills,2
Thailand,Internet banking,2019,20.4667,37,89,Skills,2
Türkiye,Transferring files between a computer and other devices,2019,38.1844,55,90,Skills,2
Türkiye,Purchasing or ordering goods or services,2019,29.9927,47,90,Skills,2
Türkiye,Internet banking,2019,34.8381,37,90,Skills,2
United Arab Emirates,Connecting and installing new devices,2019,69.96,11,92,Skills,2
United Arab Emirates,"Finding, downloading, installing and configuring software",2019,55.968,22,92,Skills,2
United Arab Emirates,Transferring files between a computer and other devices,2019,36.04,55,92,Skills,2
United Arab Emirates,Purchasing or ordering goods or services,2019,26.0887,47,92,Skills,2
United Arab Emirates,Internet banking,2019,29.8775,37,92,Skills,2
United Kingdom,"Finding, downloading, installing and configuring software",2019,65.6641,22,93,Skills,2
United Kingdom,Transferring files between a computer and other devices,2019,52.1051,55,93,Skills,2
Uzbekistan,Connecting and installing new devices,2019,5.5,11,96,Skills,2
Uzbekistan,"Finding, downloading, installing and configuring software",2019,4.6,22,96,Skills,2
Uzbekistan,Transferring files between a computer and other devices,2019,4.7,55,96,Skills,2
Viet Nam,Connecting and installing new devices,2019,5.1,11,97,Skills,2
Viet Nam,"Finding, downloading, installing and configuring software",2019,8.9,22,97,Skills,2
"Hong Kong, China",Setting up effective security measures to protect devices and accounts,2019,45.2573,51,37,Skills,2
Kazakhstan,Setting up effective security measures to protect devices and accounts,2019,9.67608,51,49,Skills,2
Albania,By broadband,2019,82.1956,0,0,Technical,4
Albania,By fixed broadband network only,2019,9.11272,3,0,Technical,4
Albania,By mobile broadband network only,2019,35.6465,5,0,Technical,4
Albania,By fixed broadband and mobile broadband network,2019,37.4364,2,0,Technical,4
Azerbaijan,By fixed narrowband network,2019,2.68471,4,4,Technical,4
Azerbaijan,By fixed (wired) broadband,2019,56.952,1,4,Technical,4
Azerbaijan,By broadband,2019,88.8114,0,4,Technical,4
Azerbaijan,By mobile broadband network via a handset,2019,27.685,7,4,Technical,4
Azerbaijan,By mobile broadband network via a card or USB modem,2019,4.17443,6,4,Technical,4
Belgium,By broadband,2019,87.5729,0,8,Technical,4
Belgium,By fixed broadband network only,2019,51.549,3,8,Technical,4
Belgium,By mobile broadband network only,2019,8.09457,5,8,Technical,4
Belgium,By fixed broadband and mobile broadband network,2019,27.9293,2,8,Technical,4
Bosnia and Herzegovina,By broadband,2019,72.0255,0,11,Technical,4
Bosnia and Herzegovina,By fixed broadband network only,2019,52.2242,3,11,Technical,4
Bosnia and Herzegovina,By mobile broadband network only,2019,4.62035,5,11,Technical,4
Bosnia and Herzegovina,By fixed broadband and mobile broadband network,2019,15.1809,2,11,Technical,4
Brazil,By fixed narrowband network,2019,0.449975,4,12,Technical,4
Brazil,By fixed (wired) broadband,2019,35.8487,1,12,Technical,4
Brazil,By broadband,2019,62.9564,0,12,Technical,4
Brazil,By mobile broadband network via a handset,2019,19.3478,7,12,Technical,4
Brazil,By satellite broadband network,2019,4.51762,8,12,Technical,4
Brazil,By terrestrial fixed (wireless) broadband network,2019,3.24228,9,12,Technical,4
Brazil,By fixed broadband network only,2019,39.0909,3,12,Technical,4
Brazil,By mobile broadband network only,2019,23.8654,5,12,Technical,4
Bulgaria,By fixed narrowband network,2019,0.512377,4,14,Technical,4
Bulgaria,By broadband,2019,74.9446,0,14,Technical,4
Bulgaria,By fixed broadband network only,2019,10.9356,3,14,Technical,4
Bulgaria,By mobile broadband network only,2019,17.1771,5,14,Technical,4
Bulgaria,By fixed broadband and mobile broadband network,2019,46.8319,2,14,Technical,4
Croatia,By broadband,2019,80.5224,0,21,Technical,4
Croatia,By fixed broadband network only,2019,24.0803,3,21,Technical,4
Croatia,By mobile broadband network only,2019,10.1682,5,21,Technical,4
Croatia,By fixed broadband and mobile broadband network,2019,46.2738,2,21,Technical,4
Cyprus,By broadband,2019,89.4389,0,23,Technical,4
Cyprus,By fixed broadband network only,2019,87.1079,3,23,Technical,4
Cyprus,By mobile broadband network only,2019,2.3309,5,23,Technical,4
Czech Republic,By fixed (wired) broadband,2019,35.9279,1,24,Technical,4
Czech Republic,By broadband,2019,81.1271,0,24,Technical,4
Czech Republic,By terrestrial fixed (wireless) broadband network,2019,33.2048,9,24,Technical,4
Czech Republic,By fixed broadband network only,2019,57.6352,3,24,Technical,4
Czech Republic,By mobile broadband network only,2019,12.0448,5,24,Technical,4
Czech Republic,By fixed broadband and mobile broadband network,2019,11.4471,2,24,Technical,4
Egypt,By fixed (wired) broadband,2019,49.1728,1,29,Technical,4
Egypt,By broadband,2019,59.937,0,29,Technical,4
Egypt,By mobile broadband network via a handset,2019,46.6665,7,29,Technical,4
Egypt,By mobile broadband network via a card or USB modem,2019,46.9349,6,29,Technical,4
Egypt,By fixed broadband network only,2019,13.2706,3,29,Technical,4
Egypt,By mobile broadband network only,2019,8.72459,5,29,Technical,4
Egypt,By fixed broadband and mobile broadband network,2019,37.9419,2,29,Technical,4
France,By fixed narrowband network,2019,8.05768,4,33,Technical,4
France,By broadband,2019,76.8845,0,33,Technical,4
France,By fixed broadband network only,2019,41.0989,3,33,Technical,4
France,By mobile broadband network only,2019,11.5218,5,33,Technical,4
France,By fixed broadband and mobile broadband network,2019,24.2639,2,33,Technical,4
Georgia,By fixed narrowband network,2019,1.00934,4,34,Technical,4
Georgia,By fixed (wired) broadband,2019,55.6826,1,34,Technical,4
Georgia,By broadband,2019,78.7847,0,34,Technical,4
Georgia,By mobile broadband network via a handset,2019,63.8857,7,34,Technical,4
Georgia,By mobile broadband network via a card or USB modem,2019,3.57161,6,34,Technical,4
Georgia,By terrestrial fixed (wireless) broadband network,2019,11.2971,9,34,Technical,4
Georgia,By fixed broadband network only,2019,14.3005,3,34,Technical,4
Georgia,By mobile broadband network only,2019,13.0219,5,34,Technical,4
Georgia,By fixed broadband and mobile broadband network,2019,51.4623,2,34,Technical,4
"Hong Kong, China",By fixed (wired) broadband,2019,76.9234,1,37,Technical,4
"Hong Kong, China",By broadband,2019,94.1282,0,37,Technical,4
"Hong Kong, China",By mobile broadband network via a handset,2019,0.524815,7,37,Technical,4
"Hong Kong, China",By mobile broadband network via a card or USB modem,2019,0.102681,6,37,Technical,4
"Hong Kong, China",By fixed broadband network only,2019,76.9234,3,37,Technical,4
"Hong Kong, China",By mobile broadband network only,2019,0.616087,5,37,Technical,4
Hungary,By broadband,2019,85.8946,0,38,Technical,4
Hungary,By fixed broadband network only,2019,14.4503,3,38,Technical,4
Hungary,By mobile broadband network only,2019,4.07166,5,38,Technical,4
Hungary,By fixed broadband and mobile broadband network,2019,67.3726,2,38,Technical,4
Japan,By fixed narrowband network,2019,7.03927,4,47,Technical,4
Japan,By fixed (wired) broadband,2019,70.3606,1,47,Technical,4
Japan,By broadband,2019,96.5993,0,47,Technical,4
Japan,By mobile broadband network via a handset,2019,96.1235,7,47,Technical,4
Japan,By terrestrial fixed (wireless) broadband network,2019,45.0623,9,47,Technical,4
Japan,By fixed broadband network only,2019,0.430514,3,47,Technical,4
Japan,By mobile broadband network only,2019,31.7787,5,47,Technical,4
Japan,By fixed broadband and mobile broadband network,2019,64.3882,2,47,Technical,4
Kazakhstan,By fixed narrowband network,2019,11.01,4,49,Technical,4
Kazakhstan,By fixed (wired) broadband,2019,42.7149,1,49,Technical,4
Kazakhstan,By broadband,2019,86.8284,0,49,Technical,4
Kazakhstan,By mobile broadband network via a handset,2019,73.0722,7,49,Technical,4
Kazakhstan,By mobile broadband network via a card or USB modem,2019,13.3854,6,49,Technical,4
Kazakhstan,By satellite broadband network,2019,0.0843401,8,49,Technical,4
Kazakhstan,By terrestrial fixed (wireless) broadband network,2019,2.10954,9,49,Technical,4
Kazakhstan,By fixed broadband network only,2019,10.1017,3,49,Technical,4
Kazakhstan,By mobile broadband network only,2019,41.9195,5,49,Technical,4
Kazakhstan,By fixed broadband and mobile broadband network,2019,34.8072,2,49,Technical,4
Korea (Rep. of),By fixed (wired) broadband,2019,81.3308,1,50,Technical,4
Korea (Rep. of),By broadband,2019,99.6893,0,50,Technical,4
Korea (Rep. of),By mobile broadband network via a handset,2019,99.5521,7,50,Technical,4
Korea (Rep. of),By mobile broadband network via a card or USB modem,2019,7.73399,6,50,Technical,4
Korea (Rep. of),By terrestrial fixed (wireless) broadband network,2019,99.6565,9,50,Technical,4
Korea (Rep. of),By fixed broadband network only,2019,0.0346989,3,50,Technical,4
Korea (Rep. of),By mobile broadband network only,2019,18.3038,5,50,Technical,4
Korea (Rep. of),By fixed broadband and mobile broadband network,2019,81.2929,2,50,Technical,4
Latvia,By broadband,2019,83.3024,0,52,Technical,4
Lithuania,By broadband,2019,81.3552,0,54,Technical,4
Lithuania,By fixed broadband network only,2019,33.2978,3,54,Technical,4
Lithuania,By mobile broadband network only,2019,13.3986,5,54,Technical,4
Lithuania,By fixed broadband and mobile broadband network,2019,34.6208,2,54,Technical,4
Malaysia,By broadband,2019,90.1045,0,58,Technical,4
Malaysia,By fixed broadband network only,2019,2.97793,3,58,Technical,4
Malaysia,By mobile broadband network only,2019,59.432,5,58,Technical,4
Malaysia,By fixed broadband and mobile broadband network,2019,27.6946,2,58,Technical,4
Malta,By broadband,2019,86.0799,0,59,Technical,4
Malta,By fixed broadband network only,2019,36.995,3,59,Technical,4
Malta,By mobile broadband network only,2019,2.05898,5,59,Technical,4
Malta,By fixed broadband and mobile broadband network,2019,47.0259,2,59,Technical,4
Mexico,By fixed narrowband network,2019,0.00771967,4,61,Technical,4
Mexico,By fixed (wired) broadband,2019,45.9943,1,61,Technical,4
Mexico,By broadband,2019,55.6245,0,61,Technical,4
Mexico,By mobile broadband network via a handset,2019,26.1949,7,61,Technical,4
Mexico,By mobile broadband network via a card or USB modem,2019,0.87143,6,61,Technical,4
Mexico,By satellite broadband network,2019,1.99525,8,61,Technical,4
Mexico,By terrestrial fixed (wireless) broadband network,2019,1.51301,9,61,Technical,4
Mexico,By fixed broadband network only,2019,29.2191,3,61,Technical,4
Mexico,By mobile broadband network only,2019,6.22925,5,61,Technical,4
Mexico,By fixed broadband and mobile broadband network,2019,20.1761,2,61,Technical,4
Montenegro,By fixed narrowband network,2019,0.147248,4,64,Technical,4
Montenegro,By broadband,2019,72.3665,0,64,Technical,4
Montenegro,By fixed broadband network only,2019,32.9586,3,64,Technical,4
Montenegro,By mobile broadband network only,2019,13.069,5,64,Technical,4
Montenegro,By fixed broadband and mobile broadband network,2019,26.339,2,64,Technical,4
Paraguay,By broadband,2019,28.2693,0,70,Technical,4
Paraguay,By fixed broadband network only,2019,21.8994,3,70,Technical,4
Paraguay,By mobile broadband network only,2019,5.38342,5,70,Technical,4
Paraguay,By fixed broadband and mobile broadband network,2019,0.986487,2,70,Technical,4
Poland,By broadband,2019,83.3001,0,72,Technical,4
Portugal,By fixed narrowband network,2019,3.14121,4,73,Technical,4
Portugal,By broadband,2019,77.953,0,73,Technical,4
Portugal,By fixed broadband network only,2019,33.5701,3,73,Technical,4
Portugal,By mobile broadband network only,2019,3.3755,5,73,Technical,4
Portugal,By fixed broadband and mobile broadband network,2019,41.0075,2,73,Technical,4
Puerto Rico,By fixed narrowband network,2019,1.29268,4,74,Technical,4
Puerto Rico,By fixed (wired) broadband,2019,35.147,1,74,Technical,4
Puerto Rico,By broadband,2019,68.206,0,74,Technical,4
Puerto Rico,By satellite broadband network,2019,6.11393,8,74,Technical,4
Puerto Rico,By terrestrial fixed (wireless) broadband network,2019,29.2648,9,74,Technical,4
Qatar,By fixed (wired) broadband,2019,90.2617,1,75,Technical,4
Qatar,By broadband,2019,91.7876,0,75,Technical,4
Qatar,By mobile broadband network via a handset,2019,65.0998,7,75,Technical,4
Qatar,By mobile broadband network via a card or USB modem,2019,0.504155,6,75,Technical,4
Qatar,By terrestrial fixed (wireless) broadband network,2019,1.70951,9,75,Technical,4
Romania,By broadband,2019,81.8274,0,76,Technical,4
Romania,By fixed broadband network only,2019,27.9475,3,76,Technical,4
Romania,By mobile broadband network only,2019,16.1561,5,76,Technical,4
Romania,By fixed broadband and mobile broadband network,2019,37.7238,2,76,Technical,4
Russian Federation,By broadband,2019,73.5512,0,77,Technical,4
Saudi Arabia,By fixed (wired) broadband,2019,39.9064,1,78,Technical,4
Saudi Arabia,By broadband,2019,99.182,0,78,Technical,4
Saudi Arabia,By terrestrial fixed (wireless) broadband network,2019,0.184464,9,78,Technical,4
Saudi Arabia,By fixed broadband network only,2019,23.7348,3,78,Technical,4
Saudi Arabia,By mobile broadband network only,2019,58.9988,5,78,Technical,4
Saudi Arabia,By fixed broadband and mobile broadband network,2019,16.4484,2,78,Technical,4
Slovenia,By fixed (wired) broadband,2019,83.4489,1,82,Technical,4
Slovenia,By broadband,2019,88.9611,0,82,Technical,4
Slovenia,By mobile broadband network via a handset,2019,84.608,7,82,Technical,4
Slovenia,By mobile broadband network via a card or USB modem,2019,22.5958,6,82,Technical,4
Spain,By broadband,2019,91.1694,0,83,Technical,4
Spain,By fixed broadband network only,2019,14.4288,3,83,Technical,4
Spain,By mobile broadband network only,2019,13.2547,5,83,Technical,4
Spain,By fixed broadband and mobile broadband network,2019,63.4859,2,83,Technical,4
Switzerland,By fixed (wired) broadband,2019,81.3481,1,87,Technical,4
Switzerland,By broadband,2019,91.5519,0,87,Technical,4
"Taiwan, Province of China",By fixed (wired) broadband,2019,61.37,1,88,Technical,4
"Taiwan, Province of China",By broadband,2019,86.2,0,88,Technical,4
"Taiwan, Province of China",By mobile broadband network via a handset,2019,83.4081,7,88,Technical,4
"Taiwan, Province of China",By fixed broadband network only,2019,2.79193,3,88,Technical,4
"Taiwan, Province of China",By mobile broadband network only,2019,24.83,5,88,Technical,4
"Taiwan, Province of China",By fixed broadband and mobile broadband network,2019,58.5781,2,88,Technical,4
Thailand,By fixed narrowband network,2019,0.300168,4,89,Technical,4
Thailand,By broadband,2019,71.3028,0,89,Technical,4
Thailand,By fixed broadband network only,2019,15.5759,3,89,Technical,4
Thailand,By mobile broadband network only,2019,55.7269,5,89,Technical,4
Türkiye,By fixed narrowband network,2019,0.746354,4,90,Technical,4
Türkiye,By fixed (wired) broadband,2019,49.0528,1,90,Technical,4
Türkiye,By broadband,2019,87.8955,0,90,Technical,4
Türkiye,By fixed broadband network only,2019,0.999184,3,90,Technical,4
